station_id,timestamp,pressure,wind_speed,wind_dir,lat,lon,is_missing,pressure_neighbor_div,wind_speed_neighbor_div,pressure_diff1h,pressure_rollstd_3h,pressure_rollmean_3h,pressure_rollstd_6h,pressure_rollmean_6h,pressure_rollstd_12h,pressure_rollmean_12h,pressure_stuck_run,wind_speed_diff1h,wind_speed_rollstd_3h,wind_speed_rollmean_3h,wind_speed_rollstd_6h,wind_speed_rollmean_6h,wind_speed_rollstd_12h,wind_speed_rollmean_12h,wind_speed_stuck_run,hours_since_valid,label,hours_to_failure,risk_score
STN_A_coastal_fails,2012-10-24 00:00:00,1015.3047170797545,8.246278443664824,184.58612805843296,40.6,-73.9,False,0.4436772980407113,-1.8054217676113709,,,,,,,,0,,,,,,,,0,0.0,0,170.0,
STN_A_coastal_fails,2012-10-24 01:00:00,1013.9600158937595,9.811474891494885,265.2140478535993,40.6,-73.9,False,-2.665735699318475,-1.9681017891259778,-1.3447011859949498,0.9508473272866621,1014.6323664867571,0.9508473272866621,1014.6323664867571,0.9508473272866621,1014.6323664867571,0,1.5651964478300613,1.1067610221497326,9.028876667579855,1.1067610221497326,9.028876667579855,1.1067610221497326,9.028876667579855,0,0.0,0,169.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 02:00:00,1015.7504511958065,6.484543217286737,319.10503922053476,40.6,-73.9,False,-0.28602278611720067,-3.9023994777737228,1.7904353020469443,0.9320728469961149,1015.0050613897735,0.9320728469961149,1015.0050613897735,0.9320728469961149,1015.0050613897735,0,-3.326931674208148,1.6644331013396483,8.180765517482149,1.6644331013396483,8.180765517482149,1.6644331013396483,8.180765517482149,0,0.0,0,168.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 03:00:00,1015.9405647163912,7.065909509218018,331.580591026269,40.6,-73.9,False,1.02558631994782,-0.9572782904787864,0.1901135205847595,1.0927316962817182,1015.2170106019857,0.8932887625323022,1015.2389372214279,0.8932887625323022,1015.2389372214279,0,0.581366291931281,1.7769163551220075,7.78730920599988,1.468883140012871,7.902051515416116,1.468883140012871,7.902051515416116,0,0.0,0,167.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 04:00:00,1013.0489648113462,14.258494224056596,181.3078530659157,40.6,-73.9,False,-1.7542473260344877,4.0978310164528615,-2.891599905045041,1.6173806935386632,1014.9133269078479,1.248066280825536,1014.8009427394115,1.248066280825536,1014.8009427394115,0,7.192584714838578,4.330234325860853,9.269648983520451,3.1143355697333415,9.173340057144213,3.1143355697333415,9.173340057144213,0,0.0,0,166.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 05:00:00,1013.6978204931377,7.425154837451938,187.29904130660486,40.6,-73.9,False,-1.415513125035659,-2.0380888883643156,0.6488556817914741,1.5172489005646257,1014.229116673625,1.2037228369123607,1014.6170890316993,1.2037228369123607,1014.6170890316993,0,-6.833339386604658,4.052917863681875,9.583186190242184,2.8755221137125906,8.881975853862167,2.8755221137125906,8.881975853862167,0,0.0,0,165.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 06:00:00,1015.1278404031673,7.806428843090721,287.95334787498115,40.6,-73.9,False,-0.01566512158262867,-2.6504026075727456,1.430019910029614,1.063617597725182,1013.9582085692169,1.1855432294988246,1014.5876095856014,1.11567196455118,1014.6900535133375,0,0.3812740056387831,3.8399011428281296,9.830025968199752,2.9004683309922283,8.808667587099816,2.656271860011028,8.728326280894818,0,0.0,0,164.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 07:00:00,1014.6837574076565,13.673827056642628,113.20224902791246,40.6,-73.9,False,-0.20653688271261217,4.145862458659222,-0.44408299551082564,0.7319196505757231,1014.5031394346538,1.145044454177141,1014.7082331712509,1.0329139281484438,1014.6892665001274,0,5.8673982135519065,3.502799741317732,9.635136912395096,3.5282132256570873,9.452392947957774,3.01745900311304,9.346513877863293,0,0.0,0,163.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 08:00:00,1014.9831988424958,15.810134338480815,301.45765044422467,40.6,-73.9,False,-0.12731707824877958,6.688612117215191,0.2994414348393093,0.22649358374752518,1014.9315988844397,1.0437345471194805,1014.5803577790324,0.9711574873843489,1014.7219256492795,0,2.136307281838187,4.144262545088985,12.430130079404721,3.9839614648442074,11.006658134823454,3.5509111160724727,10.064693929043019,0,0.0,0,162.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 09:00:00,1014.1469560724264,7.656866742349317,177.89099274627245,40.6,-73.9,False,-0.8332405437454327,-1.8693639581041843,-0.8362427700693615,0.42369855968914755,1014.6046374408596,0.8060286789545253,1014.2814230050384,0.9334943870150458,1014.6644286915941,0,-8.153267596131498,4.227753397103941,12.380276045824253,3.8728062779971064,11.105151007012003,3.4333272915619917,9.823911210373648,0,0.0,0,161.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 10:00:00,1015.8793979748627,9.263502086423939,41.70842076069662,40.6,-73.9,False,0.864170921343316,-1.9102030782767745,1.7324419024363351,0.866393848149147,1015.003184296595,0.7678224594201568,1014.7531618656244,0.9583663603954237,1014.7748804446186,0,1.606635344074622,4.318862571453834,10.910167722418024,3.5856077651500695,10.27265231740656,3.2615201094379795,9.77296492637822,0,0.0,0,160.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 11:00:00,1015.7777919354288,10.68311110188102,25.94129294625973,40.6,-73.9,False,0.9358662426766386,0.9890725372539819,-0.10160603943393198,0.9722229120781981,1015.2680486609061,0.6576976731940093,1015.099823772673,0.9585345338102401,1014.8584564021861,0,1.4196090154570804,1.5140850817789917,9.201159976884759,3.3037585638008697,10.815645028144738,3.120816760785555,9.848810441003453,0,0.0,0,159.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 12:00:00,1015.0660306975611,13.457395288811185,303.1175559742067,40.6,-73.9,False,0.5269318111759276,2.711102365834032,-0.7117612378676768,0.4431881043006766,1015.5744068692843,0.6576551447398772,1015.0895221550719,0.9508782483121286,1014.8385658703365,0,2.7742841869301653,2.133099571814364,11.134669492372048,3.071655210761834,11.75747276909815,3.237918345994236,10.283070178098983,0,0.0,0,158.0,1.7261076571212358e-06
STN_A_coastal_fails,2012-10-24 13:00:00,1016.1272412069678,8.026285843143524,20.004450086476044,40.6,-73.9,False,2.391449782291488,-3.2414360056734743,1.061210509406692,0.5408152177317419,1015.6570212799858,0.7385787704716968,1015.3301027882903,0.9743665761993235,1015.0191679797707,0,-5.43110944566766,2.7157664055209407,10.722264077945242,3.2282776779679634,10.816215900181632,3.3019328470936657,10.134304424069702,0,0.0,0,157.0,1.7261076571212358e-06
